name,tag,expected,outcome,wall_ms,verdict,detail
missing-return7_fail,CORE,^VERIFICATION FAILED$,DIFF,53,SUCCESSFUL,expected=^VERIFICATION FAILED$
missing-return8_fail,CORE,^VERIFICATION FAILED$,DIFF,51,SUCCESSFUL,expected=^VERIFICATION FAILED$
missing-return9_fail,CORE,^VERIFICATION FAILED$,DIFF,53,SUCCESSFUL,expected=^VERIFICATION FAILED$
missing-return_fail,CORE,^VERIFICATION FAILED$,DIFF,95,SUCCESSFUL,expected=^VERIFICATION FAILED$
mixed-types,KNOWNBUG,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
mod,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
mod-fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
mod-fail2,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
mod-fail3,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
mod-fail4,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
mod-fail5,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
mod-fail6,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
mod-fail7,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
mod-fail8,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
mod-fail9,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
mod2,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
mod3,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment10,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment2,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment3,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment4,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment5,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
multiple-assignment6,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment7,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment8,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
multiple-assignment9,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-1,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-10,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-11,CORE,^VERIFICATION SUCCESSFUL$,DIFF,55,FAILED,expected=^VERIFICATION SUCCESSFUL$
nested-attr-12,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-13,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-14,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-15,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-1_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
nested-attr-2,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-2_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
nested-attr-3,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-4,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-5,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-6,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-7,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
nested-attr-8,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-attr-9,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-ctor-calls,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-ctor-calls_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-ctor-calls_2_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
nested-dict,CORE,^VERIFICATION SUCCESSFUL$,PASS,6901,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-dict-fail,CORE,^VERIFICATION FAILED$,PASS,6719,FAILED,^VERIFICATION FAILED$
nested-dict2,CORE,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
nested-dict3,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,27420,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-dict4,CORE,^VERIFICATION SUCCESSFUL$,PASS,13660,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-function-return,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested-function-return-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
nested-list-slice-compare,CORE,^VERIFICATION SUCCESSFUL$,DIFF,93,FAILED,expected=^VERIFICATION SUCCESSFUL$
nested-list-slice-compare-fail,CORE,^VERIFICATION FAILED$,PASS,91,FAILED,^VERIFICATION FAILED$
nested_func_call,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nested_func_call_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
neural-net,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
neural-net_fail,CORE,^VERIFICATION FAILED$,DIFF,51,SUCCESSFUL,expected=^VERIFICATION FAILED$
nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet-fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
nondet-verifier,CORE,^VERIFICATION SUCCESSFUL$,PASS,64,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet-verifier-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
nondet_dict,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,145,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_dict10,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict10_fail,THOROUGH,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
nondet_dict11,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict11_fail,THOROUGH,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
nondet_dict12,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict12_fail,THOROUGH,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
nondet_dict13,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict13_fail,THOROUGH,^VERIFICATION FAILED$,DIFF,56,SUCCESSFUL,expected=^VERIFICATION FAILED$
nondet_dict14,THOROUGH,^VERIFICATION SUCCESSFUL$,TOERR,294,,exit=6; expected=^VERIFICATION SUCCESSFUL$
nondet_dict15,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict15_fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
nondet_dict2,THOROUGH,^VERIFICATION SUCCESSFUL$,CRASH,1353,,signal=6
nondet_dict3,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict4,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict5,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict6,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_dict7,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict8,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,107,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_dict9,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list,CORE,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list10,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list11,CORE,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list12,CORE,^VERIFICATION SUCCESSFUL$,PASS,73,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list13,CORE,^VERIFICATION SUCCESSFUL$,PASS,73,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list14,CORE,^VERIFICATION SUCCESSFUL$,DIFF,75,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_list15,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list16,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list17,CORE,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_list18,CORE,^VERIFICATION SUCCESSFUL$,DIFF,62,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_list18_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
nondet_list19,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list2,CORE,^VERIFICATION SUCCESSFUL$,PASS,67,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list20,CORE,^VERIFICATION SUCCESSFUL$,PASS,108,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list21,CORE,^VERIFICATION FAILED$,PASS,108,FAILED,^VERIFICATION FAILED$
nondet_list22_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
nondet_list3,CORE,^VERIFICATION SUCCESSFUL$,PASS,77,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list4,CORE,^VERIFICATION SUCCESSFUL$,DIFF,74,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_list5,CORE,^VERIFICATION SUCCESSFUL$,DIFF,76,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_list6,CORE,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
nondet_list7,CORE,^VERIFICATION SUCCESSFUL$,PASS,304,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list8,CORE,^VERIFICATION SUCCESSFUL$,PASS,64,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_list9,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_str,CORE,^VERIFICATION SUCCESSFUL$,DIFF,69,FAILED,expected=^VERIFICATION SUCCESSFUL$
nondet_str10,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
nondet_str2,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_str3,CORE,^VERIFICATION SUCCESSFUL$,PASS,65,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_str4,CORE,^VERIFICATION SUCCESSFUL$,PASS,119,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_str5,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_str6,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
nondet_str7,CORE,^VERIFICATION SUCCESSFUL$,PASS,74,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
nondet_str8,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
nondet_str9,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
nondetuint,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none-fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
none2,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none3,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none4,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none4_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
none_compare1,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none_compare2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none_compare3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
none_compare4_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
none_compare_is,CORE,^VERIFICATION SUCCESSFUL$,DIFF,51,FAILED,expected=^VERIFICATION SUCCESSFUL$
notin2_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
notin_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
object-empty-not-found,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
object_passing_comprehensive,CORE,^VERIFICATION SUCCESSFUL$,DIFF,133,FAILED,expected=^VERIFICATION SUCCESSFUL$
object_passing_comprehensive_fail,THOROUGH,^VERIFICATION FAILED$,PASS,134,FAILED,^VERIFICATION FAILED$
optional,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
optional2,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
optional3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
optional3_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
optional4,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
optional4_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
optional5,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
optional5_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
optional6,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
optional6_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
optional7,KNOWNBUG,^VERIFICATION SUCCESSFUL$,PASS,92,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
optional_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
optional_union,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
ord-var,CORE,^VERIFICATION SUCCESSFUL$,DIFF,51,FAILED,expected=^VERIFICATION SUCCESSFUL$
ord-var-int-fail,CORE,TypeError,FAIL,51,FAILED,expected=TypeError
ord-var-multi-byte,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
os1_fail,CORE,^VERIFICATION FAILED$,PASS,89,FAILED,^VERIFICATION FAILED$
pass,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
pass2,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
pass3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
pass4,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
polymorphism01,CORE,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
polymorphism02,CORE,^VERIFICATION SUCCESSFUL$,PASS,69,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
polymorphism02-fail,CORE,^VERIFICATION FAILED$,PASS,75,FAILED,^VERIFICATION FAILED$
power,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
power10,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power11,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power12,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power13,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power14,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,51,FAILED,expected=^VERIFICATION SUCCESSFUL$
power15,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power16,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
power17-fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
power18,CORE,^VERIFICATION SUCCESSFUL$,DIFF,101,FAILED,expected=^VERIFICATION SUCCESSFUL$
power19,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power20,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
power21_fail,THOROUGH,^VERIFICATION FAILED$,PASS,100,FAILED,^VERIFICATION FAILED$
power22,CORE,^VERIFICATION SUCCESSFUL$,DIFF,100,FAILED,expected=^VERIFICATION SUCCESSFUL$
power3,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power4,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power5-fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
power6,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power7,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power8,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
power9,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power_large_exponent,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
power_large_exponent_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
precedence,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
precedence2,CORE,^VERIFICATION SUCCESSFUL$,PASS,62,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
print1-fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
print1_expr_fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
print1_nested_fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
print1_safe,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
print_call_and_arith_fail,CORE,^VERIFICATION FAILED$,DIFF,53,SUCCESSFUL,expected=^VERIFICATION FAILED$
question_1_002,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,92,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
question_1_002_fail,THOROUGH,^VERIFICATION FAILED$,PASS,102,FAILED,^VERIFICATION FAILED$
random1,CORE,^VERIFICATION FAILED$,DIFF,146,SUCCESSFUL,expected=^VERIFICATION FAILED$
random1-fail,CORE,^VERIFICATION FAILED$,PASS,93,FAILED,^VERIFICATION FAILED$
random2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,92,FAILED,expected=^VERIFICATION SUCCESSFUL$
random2-fail,THOROUGH,^VERIFICATION FAILED$,DIFF,91,SUCCESSFUL,expected=^VERIFICATION FAILED$
random3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,97,FAILED,expected=^VERIFICATION SUCCESSFUL$
random4_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
random5,CORE,^VERIFICATION SUCCESSFUL$,PASS,91,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
random6_fail,CORE,^VERIFICATION FAILED$,PASS,92,FAILED,^VERIFICATION FAILED$
random7,CORE,^VERIFICATION SUCCESSFUL$,DIFF,92,FAILED,expected=^VERIFICATION SUCCESSFUL$
randrange,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,100,FAILED,expected=^VERIFICATION SUCCESSFUL$
randrange2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,93,FAILED,expected=^VERIFICATION SUCCESSFUL$
randrange_fail,CORE,^VERIFICATION FAILED$,PASS,93,FAILED,^VERIFICATION FAILED$
range,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
range10,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range11,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range12,CORE,^VERIFICATION SUCCESSFUL$,PASS,48,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range13,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range14,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range15,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range16,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range17,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range18,CORE,^VERIFICATION SUCCESSFUL$,PASS,69,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range18_fail,THOROUGH,^VERIFICATION FAILED$,PASS,71,FAILED,^VERIFICATION FAILED$
range19-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,94,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range19_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,94,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range19_2_fail,CORE,^VERIFICATION FAILED$,PASS,93,FAILED,^VERIFICATION FAILED$
range19_fail,CORE,^VERIFICATION FAILED$,PASS,95,FAILED,^VERIFICATION FAILED$
range2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range2-fail,CORE,^ValueError\: range\(\) arg 3 must not be zero$,FAIL,51,SUCCESSFUL,expected=^ValueError\: range\(\) arg 3 must not be zero$
range20_fail,CORE,"^SyntaxError\: range expected at least 1 argument, got 0$",FAIL,48,SUCCESSFUL,"expected=^SyntaxError\: range expected at least 1 argument, got 0$"
range21_fail,CORE,"^SyntaxError\: range expected at most 3 arguments, got 4$",FAIL,52,SUCCESSFUL,"expected=^SyntaxError\: range expected at most 3 arguments, got 4$"
range22_fail,CORE,^ValueError: range\(\) arg 3 must not be zero$,FAIL,52,SUCCESSFUL,expected=^ValueError: range\(\) arg 3 must not be zero$
range23_fail,CORE,^  step != 0$,FAIL,51,SUCCESSFUL,expected=^  step != 0$
range24,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range24_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
range25,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
range25_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
