name,tag,expected,outcome,wall_ms,verdict,detail
github_2937_3_fail,THOROUGH,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
github_2937_fail,THOROUGH,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_2943,CORE,^VERIFICATION SUCCESSFUL$,PASS,79,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2943_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2943_2_fail,CORE,^VERIFICATION FAILED$,PASS,81,FAILED,^VERIFICATION FAILED$
github_2944,CORE,^VERIFICATION SUCCESSFUL$,DIFF,97,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2944_fail,CORE,^VERIFICATION FAILED$,PASS,96,FAILED,^VERIFICATION FAILED$
github_2947,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2947_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2947_2_fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
github_2947_fail,CORE,"^Properties: 2 verified, \✗ 2 failed$",FAIL,61,FAILED,"expected=^Properties: 2 verified, \✗ 2 failed$"
github_2960,CORE,^VERIFICATION SUCCESSFUL$,DIFF,85,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2961,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2961_fail,CORE,^VERIFICATION FAILED$,PASS,82,FAILED,^VERIFICATION FAILED$
github_2962,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2962_fail,CORE,^VERIFICATION FAILED$,DIFF,49,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_2964,CORE,^VERIFICATION SUCCESSFUL$,PASS,79,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2965,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2965_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2965_2_fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
github_2965_3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2965_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
github_2965_set_unique,CORE,^VERIFICATION SUCCESSFUL$,DIFF,51,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2965_set_unique_fail,THOROUGH,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
github_2966,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2966_fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_2974,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2974_1,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2974_1_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_2974_2_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
github_2974_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_2975,CORE,^VERIFICATION SUCCESSFUL$,DIFF,277,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2975_fail,CORE,^VERIFICATION FAILED$,PASS,276,FAILED,^VERIFICATION FAILED$
github_2978,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_2_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
github_2978_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_4,CORE,^VERIFICATION SUCCESSFUL$,PASS,73,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_4_fail,CORE,^VERIFICATION FAILED$,PASS,70,FAILED,^VERIFICATION FAILED$
github_2978_5,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_5_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
github_2978_6,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_6_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
github_2978_7,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_7_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_2978_8,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_8_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_2978_9,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2978_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_2979,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,179,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2979_fail,THOROUGH,^VERIFICATION FAILED$,PASS,180,FAILED,^VERIFICATION FAILED$
github_2980,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2980_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_2986,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2986_2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,49,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2986_2_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_2986_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_2989,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2989_1,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2989_1_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
github_2989_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
github_2992,CORE,^VERIFICATION SUCCESSFUL$,PASS,48,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2992_islower,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2992_islower_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
github_2992_logic,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2992_logic_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
github_2992_lower,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2993,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2993_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2993_2_fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_2993_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_2993_real_world,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2997,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2997_1,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2997_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2997_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2997_4,CORE,^VERIFICATION SUCCESSFUL$,DIFF,51,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2997_5,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2997_5_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_2997_6,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2997_6_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_2997_7,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_2997_7_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_2997_8,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2999,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2999_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2999_2_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
github_2999_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_2999_3_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_2999_fail,CORE,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
github_3000,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_1,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_1_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3000_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_3_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_3000_4,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_4_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
github_3000_5,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_5_fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
github_3000_6,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_6_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
github_3000_7,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3000_7_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
github_3000_8_fail,CORE,^VERIFICATION FAILED$,PASS,75,FAILED,^VERIFICATION FAILED$
github_3000_fail,CORE,^VERIFICATION FAILED$,PASS,63,FAILED,^VERIFICATION FAILED$
github_3001_fail,CORE,"^  AttributeError: object has no attribute 'bar' \(possible types: 'Foo', 'Bar'\)$",FAIL,52,SUCCESSFUL,"expected=^  AttributeError: object has no attribute 'bar' \(possible types: 'Foo', 'Bar'\)$"
github_3003,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3003_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3003_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3003_3_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_3003_4_fail,CORE,"^Properties: 6 verified \✓ 5 passed, \✗ 1 failed$",FAIL,53,FAILED,"expected=^Properties: 6 verified \✓ 5 passed, \✗ 1 failed$"
github_3008,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3010_2_fail,CORE,^TypeError: foo\(\) missing 1 required positional argument: \'x\'$,FAIL,50,SUCCESSFUL,expected=^TypeError: foo\(\) missing 1 required positional argument: \'x\'$
github_3010_3_fail,CORE,^TypeError: foo\(\) missing 2 required positional arguments: \'x\' and \'y\'$,FAIL,50,SUCCESSFUL,expected=^TypeError: foo\(\) missing 2 required positional arguments: \'x\' and \'y\'$
github_3010_4_fail,CORE,^TypeError: foo\(\) missing 1 required positional argument: \'y\'$,FAIL,49,SUCCESSFUL,expected=^TypeError: foo\(\) missing 1 required positional argument: \'y\'$
github_3010_5_fail,CORE,^TypeError: foo\(\) missing 1 required keyword-only argument: \'b\'$,FAIL,51,SUCCESSFUL,expected=^TypeError: foo\(\) missing 1 required keyword-only argument: \'b\'$
github_3010_6_fail,CORE,^  Throwing an exception of type TypeError but there is not catch for it.$,FAIL,83,SUCCESSFUL,expected=^  Throwing an exception of type TypeError but there is not catch for it.$
github_3010_7_fail,CORE,^  Throwing an exception of type TypeError but there is not catch for it.$,FAIL,81,SUCCESSFUL,expected=^  Throwing an exception of type TypeError but there is not catch for it.$
github_3010_8_pass,CORE,^VERIFICATION SUCCESSFUL$,PASS,81,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3010_fail,CORE,^TypeError: foo\(\) missing 1 required positional argument: \'x\'$,FAIL,49,SUCCESSFUL,expected=^TypeError: foo\(\) missing 1 required positional argument: \'x\'$
github_3011,CORE,^VERIFICATION SUCCESSFUL$,PASS,48,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3011_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3011_3-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3011_4-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3012,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3012_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3012_2_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
github_3012_3_fail,CORE,^VERIFICATION FAILED$,PASS,99,FAILED,^VERIFICATION FAILED$
github_3012_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_3013,CORE,^VERIFICATION SUCCESSFUL$,DIFF,96,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3013_2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,97,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3014_fail,CORE,^VERIFICATION FAILED$,PASS,95,FAILED,^VERIFICATION FAILED$
github_3015,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3015_1_fail,CORE,^SyntaxError: Multiple values for argument 'x'$,FAIL,49,SUCCESSFUL,expected=^SyntaxError: Multiple values for argument 'x'$
github_3015_2_fail,CORE,^SyntaxError: Multiple values for argument 'y'$,FAIL,50,SUCCESSFUL,expected=^SyntaxError: Multiple values for argument 'y'$
github_3015_3_fail,CORE,^TypeError: foo\(\) missing 1 required positional argument: \'x\'$,FAIL,50,SUCCESSFUL,expected=^TypeError: foo\(\) missing 1 required positional argument: \'x\'$
github_3015_4_fail,CORE,^ERROR: Unknown keyword argument: z in function foo$,FAIL,50,SUCCESSFUL,expected=^ERROR: Unknown keyword argument: z in function foo$
github_3015_fail,CORE,^SyntaxError: Multiple values for argument 'x'$,FAIL,52,SUCCESSFUL,expected=^SyntaxError: Multiple values for argument 'x'$
github_3019,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3019_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3019_2_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3019_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,48,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3019_4,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3019_5,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3019_6,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3019_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3020,CORE,^VERIFICATION FAILED$,DIFF,49,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3020_10,CORE,^VERIFICATION FAILED$,DIFF,51,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3020_2,CORE,^VERIFICATION FAILED$,DIFF,51,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3020_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3020_4,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3020_5,CORE,^VERIFICATION FAILED$,DIFF,49,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3020_6,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3020_7,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3020_8,CORE,^VERIFICATION FAILED$,DIFF,55,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3020_9,CORE,^VERIFICATION FAILED$,DIFF,52,SUCCESSFUL,expected=^VERIFICATION FAILED$
github_3033_string-in-dot-present,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3033_string-in-dot-present_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3033_string-in-price-decimals_fail,CORE,^VERIFICATION FAILED$,CRASH,5729,,signal=6
github_3034_fail,CORE,^VERIFICATION FAILED$,PASS,128,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-empty-both,CORE,^VERIFICATION SUCCESSFUL$,DIFF,126,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3034_split-dot-empty-both_fail,CORE,^VERIFICATION FAILED$,PASS,126,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-empty-middle,CORE,^VERIFICATION SUCCESSFUL$,DIFF,128,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3034_split-dot-empty-middle_fail,CORE,^VERIFICATION FAILED$,PASS,129,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-empty-part,CORE,^VERIFICATION SUCCESSFUL$,DIFF,125,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3034_split-dot-empty-part_fail,CORE,^VERIFICATION FAILED$,PASS,126,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-empty-trailing,CORE,^VERIFICATION SUCCESSFUL$,DIFF,127,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3034_split-dot-empty-trailing_fail,CORE,^VERIFICATION FAILED$,PASS,127,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-no-sep,CORE,^VERIFICATION SUCCESSFUL$,DIFF,127,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3034_split-dot-no-sep_fail,CORE,^VERIFICATION FAILED$,PASS,140,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-only_fail,CORE,^VERIFICATION FAILED$,PASS,134,FAILED,^VERIFICATION FAILED$
github_3034_split-dot-only_sucess,CORE,,UNKNOWN,129,FAILED,no expected regex
github_3034_split-dot-valid-zero,CORE,^VERIFICATION SUCCESSFUL$,DIFF,126,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3034_split-dot-valid-zero_fail,CORE,^VERIFICATION FAILED$,PASS,139,FAILED,^VERIFICATION FAILED$
github_3035,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3035_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_3035_mixed,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3035_whitespace,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3035_whitespace_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3036,CORE,^VERIFICATION SUCCESSFUL$,DIFF,51,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3036_2,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3036_2_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
github_3036_3,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3036_3_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
github_3036_4,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3036_4_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
github_3036_5,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3036_5_fail,THOROUGH,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
github_3036_6,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3036_6_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3036_8_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
github_3036_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
github_3038,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3038_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3038_2_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
github_3038_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
github_3040,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3040_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3041,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3041_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3041_2_auto_detect,CORE,,UNKNOWN,133,FAILED,no expected regex
github_3041_2_base_conversion,CORE,,UNKNOWN,106,FAILED,no expected regex
github_3041_2_base_conversion_fail,CORE,,UNKNOWN,67,FAILED,no expected regex
github_3041_2_comparison,CORE,,UNKNOWN,130,SUCCESSFUL,no expected regex
github_3041_2_comparison_fail,CORE,,UNKNOWN,66,FAILED,no expected regex
github_3041_2_fail,CORE,^VERIFICATION FAILED$,PASS,65,FAILED,^VERIFICATION FAILED$
github_3041_2_large_base,CORE,,UNKNOWN,80,FAILED,no expected regex
github_3041_2_negative,CORE,,UNKNOWN,96,SUCCESSFUL,no expected regex
github_3041_2_prefix_explicit_base,CORE,,UNKNOWN,132,FAILED,no expected regex
github_3041_2_type_conversion,CORE,,UNKNOWN,51,SUCCESSFUL,no expected regex
github_3041_2_whitespace,CORE,,UNKNOWN,201,FAILED,no expected regex
github_3041_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
github_3042,CORE,^VERIFICATION SUCCESSFUL$,PASS,96,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3043,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3043_2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
github_3043_2_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
github_3044,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3044_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3044_2_fail,CORE,"^Properties: 2 verified, \✗ 2 failed$",FAIL,51,FAILED,"expected=^Properties: 2 verified, \✗ 2 failed$"
github_3044_fail,CORE,"^Properties: 2 verified, \✗ 2 failed$",FAIL,55,FAILED,"expected=^Properties: 2 verified, \✗ 2 failed$"
github_3045,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3045_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
github_3046,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3046_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
github_3046_2_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
github_3046_3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,83,FAILED,expected=^VERIFICATION SUCCESSFUL$
